step,ep_reward_mean,policy_loss,value_loss,entropy,approx_kl,clip_frac,lr,sps
1861632,91.0,0.0169,34.0229,1.3351,0.039,0.317,0.000157,145.0
1863680,105.7,-0.0037,14.2037,1.3355,0.0135,0.147,0.000157,145.0
1865728,106.2,0.0023,13.9569,1.3357,0.0106,0.126,0.000157,145.0
1867776,87.5,0.0022,25.6357,1.3357,0.0039,0.048,0.000157,145.0
1869824,87.6,-0.0009,25.2796,1.3362,0.0016,0.016,0.000157,145.0
1871872,86.6,-0.0025,14.5463,1.3357,0.0054,0.071,0.000157,145.0
1873920,105.0,-0.0008,26.7015,1.3349,0.0067,0.063,0.000156,145.0
1875968,79.3,0.0039,20.4028,1.335,0.0132,0.139,0.000156,145.0
1878016,91.2,-0.001,16.9642,1.3351,0.0104,0.128,0.000156,145.0
1880064,90.7,0.0034,6.6193,1.3359,0.0165,0.151,0.000156,145.0
1882112,87.0,-0.0001,16.167,1.3373,0.009,0.102,0.000156,145.0
1884160,106.2,-0.0036,17.113,1.3365,0.0041,0.05,0.000156,145.0
1886208,103.6,-0.0017,23.1847,1.3353,0.0048,0.067,0.000156,145.0
1888256,96.5,0.0021,14.5988,1.3341,0.0109,0.115,0.000156,145.0
1890304,68.4,-0.0017,17.3709,1.3318,0.0037,0.037,0.000156,145.0
1892352,85.1,-0.0013,24.6183,1.3299,0.0067,0.085,0.000155,145.0
1894400,90.5,-0.0048,16.6969,1.3289,0.0048,0.059,0.000155,145.0
1896448,102.9,-0.0046,14.4136,1.3266,0.0061,0.076,0.000155,145.0
1898496,95.9,-0.0036,26.5375,1.325,0.0067,0.084,0.000155,145.0
1900544,102.7,-0.0009,31.2951,1.3233,0.0085,0.104,0.000155,145.0
1902592,72.0,0.0034,12.6185,1.3228,0.0142,0.144,0.000155,144.0
1906688,103.3,0.0001,32.6643,1.3193,0.0142,0.172,0.000155,145.0
1908736,87.2,-0.0043,27.4948,1.319,0.0066,0.086,0.000155,145.0
1910784,56.0,-0.002,15.3211,1.3199,0.0087,0.091,0.000155,145.0
1914880,69.8,0.0003,18.5025,1.3211,0.0075,0.083,0.000154,145.0
1916928,79.8,0.0027,17.9777,1.325,0.0112,0.107,0.000154,145.0
1918976,84.8,0.0067,17.1744,1.3363,0.0106,0.103,0.000154,145.0
1923072,64.2,0.0047,21.6521,1.3378,0.0223,0.189,0.000154,145.0
1925120,90.5,0.0065,23.5853,1.336,0.0202,0.135,0.000154,145.0
1927168,101.0,0.0031,12.8809,1.3367,0.0084,0.101,0.000154,145.0
1931264,59.8,-0.0013,23.2892,1.3381,0.0068,0.083,0.000154,145.0
1933312,78.9,-0.0028,21.2026,1.3378,0.0061,0.065,0.000153,145.0
1935360,29.0,-0.0058,10.5065,1.3379,0.0036,0.043,0.000153,145.0
1939456,87.5,0.0014,21.3809,1.3365,0.0209,0.17,0.000153,145.0
1941504,82.1,0.0003,23.7814,1.3377,0.0056,0.069,0.000153,145.0
1943552,110.4,-0.0058,11.1258,1.3372,0.0059,0.081,0.000153,145.0
1945600,109.7,0.0029,12.327,1.3356,0.0088,0.112,0.000153,145.0
1947648,103.4,0.0006,11.136,1.3338,0.0033,0.038,0.000153,145.0
1949696,105.9,-0.001,25.562,1.3333,0.0066,0.085,0.000153,145.0
1951744,106.7,-0.002,19.2863,1.3332,0.0059,0.075,0.000153,145.0
1953792,66.1,-0.002,21.9798,1.3327,0.0092,0.107,0.000152,144.0
1955840,104.9,0.0009,16.8445,1.3296,0.0103,0.114,0.000152,145.0
1957888,106.8,0.0066,23.8685,1.3258,0.0132,0.122,0.000152,145.0
1959936,58.1,-0.0004,7.1459,1.3259,0.0041,0.049,0.000152,145.0
1961984,83.7,0.0021,15.005,1.3272,0.0111,0.119,0.000152,145.0
1964032,106.7,0.0104,21.0399,1.3292,0.0383,0.224,0.000152,145.0
1966080,99.4,0.0025,18.654,1.3297,0.0123,0.125,0.000152,145.0
1968128,108.6,0.0018,9.9326,1.3286,0.011,0.138,0.000152,145.0
1970176,111.9,0.0039,17.4977,1.327,0.0099,0.111,0.000152,145.0
1972224,93.7,-0.0019,30.1762,1.3271,0.0037,0.041,0.000151,145.0
1974272,108.7,-0.0039,13.7671,1.3265,0.006,0.077,0.000151,145.0
1976320,109.8,-0.0041,14.8686,1.3251,0.0054,0.056,0.000151,145.0
1978368,101.2,0.003,22.8539,1.3247,0.0116,0.105,0.000151,145.0
1980416,99.4,0.0021,24.4171,1.326,0.0107,0.099,0.000151,145.0
1982464,90.7,0.0076,18.8289,1.3269,0.0237,0.189,0.000151,145.0
1984512,67.4,0.0103,6.4114,1.3269,0.0169,0.169,0.000151,145.0
1986560,89.6,0.003,30.3278,1.3246,0.0116,0.114,0.000151,145.0
1988608,90.1,0.0113,24.2827,1.3244,0.0368,0.217,0.000151,145.0
1990656,104.5,0.0022,13.6304,1.3247,0.014,0.119,0.000151,145.0
1994752,96.5,0.0174,20.5571,1.3225,0.0516,0.247,0.00015,145.0
1996800,82.0,-0.004,30.1193,1.3225,0.0056,0.054,0.00015,145.0
1998848,104.4,-0.0017,12.1305,1.3226,0.009,0.105,0.00015,145.0
2000896,105.8,0.0006,11.9637,1.3217,0.016,0.139,0.00015,145.0
2002944,109.9,0.0186,38.0857,1.3209,0.0545,0.312,0.00015,144.0
2004992,81.2,0.0204,31.8283,1.3208,0.0221,0.191,0.00015,144.0
2007040,76.9,0.0028,21.6669,1.3206,0.0152,0.161,0.00015,144.0
2009088,89.4,0.0003,16.9601,1.3207,0.0066,0.077,0.00015,144.0
2011136,88.9,-0.0013,21.6843,1.3216,0.0117,0.11,0.00015,144.0
2013184,101.1,0.0008,18.789,1.3222,0.0032,0.033,0.000149,144.0
2015232,67.8,-0.0016,13.7874,1.3221,0.0065,0.073,0.000149,144.0
2017280,85.7,0.0089,12.0039,1.3219,0.0214,0.139,0.000149,144.0
2019328,99.1,0.0097,28.4579,1.3196,0.0162,0.155,0.000149,144.0
2021376,104.1,-0.0005,22.1732,1.3192,0.0066,0.082,0.000149,144.0
2023424,96.0,-0.0013,6.9531,1.3205,0.0099,0.117,0.000149,144.0
2025472,102.6,0.0003,15.6563,1.3237,0.0208,0.157,0.000149,145.0
2027520,110.8,-0.0059,36.1024,1.3246,0.0132,0.149,0.000149,145.0
2029568,81.6,-0.0009,20.3059,1.3247,0.0072,0.095,0.000149,145.0
2031616,102.5,0.007,8.8121,1.324,0.0149,0.148,0.000149,145.0
2033664,107.2,0.0003,17.9734,1.3226,0.0089,0.111,0.000148,145.0
2035712,106.1,-0.0071,21.5456,1.3221,0.007,0.087,0.000148,145.0
2037760,98.6,-0.0026,22.3409,1.3215,0.0051,0.067,0.000148,145.0
2039808,98.8,-0.0053,13.0803,1.3209,0.0064,0.073,0.000148,145.0
2041856,90.3,0.0025,24.4491,1.3201,0.0044,0.051,0.000148,145.0
2043904,102.1,-0.0006,22.7327,1.3196,0.0056,0.069,0.000148,145.0
2045952,112.1,0.0053,13.3557,1.319,0.0293,0.228,0.000148,145.0
2048000,88.8,0.0026,13.3107,1.3192,0.0097,0.104,0.000148,145.0
2050048,81.0,0.0046,21.2388,1.3198,0.0091,0.098,0.000148,145.0
2052096,88.3,0.006,26.3602,1.3197,0.0327,0.254,0.000147,144.0
2054144,113.1,0.0116,9.0312,1.3198,0.0216,0.228,0.000147,144.0
2056192,89.4,0.0041,10.8862,1.3229,0.0103,0.134,0.000147,144.0
2058240,106.2,0.006,15.4545,1.3286,0.0222,0.176,0.000147,144.0
2060288,97.0,-0.0004,14.8081,1.3325,0.0127,0.148,0.000147,144.0
2062336,109.4,-0.0015,9.0157,1.3329,0.0076,0.089,0.000147,144.0
2066432,105.0,0.0003,18.2751,1.3277,0.0102,0.125,0.000147,144.0
2068480,106.9,-0.0042,24.2376,1.3257,0.0079,0.083,0.000147,144.0
2070528,110.8,-0.0035,12.0176,1.3255,0.0055,0.066,0.000147,144.0
2074624,67.2,-0.0049,27.2927,1.3265,0.0015,0.013,0.000146,145.0
2076672,70.7,-0.0012,11.9656,1.326,0.0051,0.063,0.000146,145.0
2078720,82.1,-0.0077,10.9842,1.3219,0.0202,0.195,0.000146,145.0
2080768,105.0,0.004,12.5713,1.3158,0.0208,0.168,0.000146,145.0
2082816,100.4,0.0104,33.365,1.3145,0.0238,0.234,0.000146,145.0
2084864,103.6,-0.0028,20.039,1.3142,0.0064,0.082,0.000146,145.0
2086912,102.0,-0.0018,13.3239,1.3136,0.007,0.083,0.000146,145.0
2088960,113.0,-0.0041,19.6336,1.3132,0.004,0.046,0.000146,145.0
2091008,95.5,-0.0014,34.0513,1.3129,0.005,0.06,0.000146,145.0
2093056,112.0,-0.0034,19.4117,1.3122,0.004,0.051,0.000145,145.0
2095104,56.4,0.0026,18.0278,1.3122,0.0144,0.131,0.000145,145.0
2097152,92.6,-0.0068,22.2335,1.3133,0.017,0.156,0.000145,145.0
2099200,75.4,-0.0014,16.7236,1.3131,0.0048,0.058,0.000145,145.0
2101248,107.0,-0.0036,12.7771,1.3127,0.0056,0.063,0.000145,145.0
2103296,109.4,-0.0053,11.2665,1.3116,0.0057,0.074,0.000145,144.0
2105344,103.6,-0.0002,24.7501,1.3104,0.0052,0.061,0.000145,144.0
2107392,93.1,-0.0058,15.8253,1.3106,0.0034,0.039,0.000145,144.0
2109440,98.8,0.0002,15.3317,1.3101,0.0092,0.115,0.000145,144.0
2111488,107.2,-0.0015,14.4343,1.3089,0.0064,0.088,0.000145,144.0
2113536,91.2,-0.0017,12.4817,1.3092,0.0021,0.024,0.000144,144.0
2115584,80.1,0.0003,17.5152,1.3094,0.0036,0.038,0.000144,144.0
2117632,109.6,-0.0059,8.8528,1.3089,0.0042,0.052,0.000144,144.0
2119680,77.7,0.0002,13.5266,1.3084,0.0179,0.206,0.000144,144.0
2121728,105.5,-0.0013,17.8795,1.3089,0.0046,0.054,0.000144,144.0
2123776,106.8,-0.0011,21.919,1.3084,0.004,0.049,0.000144,145.0
2125824,104.5,0.0019,9.5949,1.3045,0.0157,0.156,0.000144,145.0
2127872,113.6,0.0179,9.6287,1.2963,0.027,0.272,0.000144,145.0
2129920,111.9,0.0084,23.5058,1.294,0.0254,0.271,0.000144,145.0
2131968,110.5,0.002,23.2302,1.2925,0.0068,0.085,0.000144,145.0
2134016,114.1,-0.001,10.2866,1.2917,0.0026,0.027,0.000143,145.0
2136064,114.0,-0.0,15.1409,1.2917,0.0036,0.038,0.000143,145.0
2138112,110.7,-0.0011,28.0345,1.292,0.006,0.069,0.000143,145.0
2140160,59.0,-0.0042,19.3765,1.2918,0.0092,0.095,0.000143,145.0
2142208,58.0,-0.0001,19.0963,1.2915,0.0115,0.098,0.000143,145.0
2144256,94.2,-0.001,19.7319,1.2921,0.0082,0.091,0.000143,145.0
2146304,109.1,0.0005,20.6914,1.2933,0.0047,0.061,0.000143,145.0
2148352,74.0,0.0067,13.6033,1.2943,0.0141,0.148,0.000143,145.0
2150400,72.8,0.0018,14.2867,1.2941,0.0115,0.124,0.000143,145.0
2152448,109.4,0.0057,23.4508,1.2938,0.0175,0.181,0.000142,144.0
2154496,113.7,0.0032,18.4944,1.2936,0.0116,0.112,0.000142,144.0
2156544,94.1,0.0046,21.0236,1.293,0.0131,0.138,0.000142,144.0
2158592,106.1,0.0057,11.3817,1.2923,0.0121,0.103,0.000142,144.0
2160640,83.0,0.0036,42.1805,1.2922,0.0053,0.068,0.000142,144.0
2162688,99.1,0.0023,3.8838,1.2923,0.0199,0.181,0.000142,144.0
2164736,102.1,0.0087,46.466,1.2921,0.0313,0.232,0.000142,144.0
2168832,105.7,0.028,34.9226,1.2853,0.0684,0.337,0.000142,144.0
2170880,89.9,-0.0022,10.7838,1.2837,0.0055,0.064,0.000142,144.0
2172928,91.8,0.0002,16.2201,1.2839,0.0042,0.053,0.000141,145.0
2177024,105.3,0.0114,28.7334,1.2762,0.0259,0.198,0.000141,145.0
2179072,111.1,0.0038,15.7922,1.275,0.0083,0.094,0.000141,145.0
2181120,108.2,-0.0003,20.7493,1.2756,0.0071,0.084,0.000141,145.0
2185216,107.1,0.04,37.6123,1.2706,0.096,0.429,0.000141,145.0
2187264,110.8,0.01,24.1135,1.2688,0.0214,0.169,0.000141,145.0
2189312,109.6,0.0065,18.1493,1.2685,0.0118,0.126,0.000141,145.0
2193408,106.7,-0.0027,29.1254,1.2671,0.02,0.181,0.00014,145.0
2197504,104.1,-0.0013,17.533,1.2656,0.0033,0.035,0.00014,145.0
2201600,97.3,0.0129,38.5857,1.2657,0.0268,0.221,0.00014,145.0
2203648,113.9,-0.0007,7.1993,1.2659,0.0078,0.094,0.00014,144.0
2205696,96.4,-0.0002,12.516,1.266,0.0047,0.049,0.00014,144.0
2207744,100.0,0.0036,11.8425,1.2655,0.0128,0.16,0.00014,144.0
2209792,94.6,0.0068,34.7871,1.2634,0.0209,0.174,0.00014,144.0
2211840,107.3,0.0023,15.006,1.2634,0.0112,0.113,0.00014,144.0
2213888,110.8,0.0036,7.375,1.2639,0.0085,0.097,0.000139,144.0
2215936,105.5,0.0047,21.2108,1.2635,0.0145,0.123,0.000139,144.0
2217984,111.5,0.0061,21.6921,1.2623,0.0116,0.146,0.000139,144.0
2220032,109.4,0.0002,16.9993,1.2619,0.0099,0.125,0.000139,144.0
2222080,107.9,-0.0012,15.8125,1.2616,0.0034,0.041,0.000139,145.0
2224128,111.9,-0.0034,20.9476,1.2612,0.0061,0.074,0.000139,145.0
2226176,83.1,-0.0018,11.8102,1.2612,0.0035,0.041,0.000139,145.0
2228224,108.3,0.0014,15.7391,1.2611,0.0076,0.085,0.000139,145.0
2230272,103.3,-0.0017,19.9133,1.2611,0.003,0.034,0.000139,145.0
2232320,109.9,0.0004,21.342,1.261,0.0049,0.06,0.000138,145.0
2234368,111.6,-0.0004,8.7346,1.26,0.0046,0.061,0.000138,145.0
2236416,109.5,-0.0002,19.0777,1.2576,0.0023,0.022,0.000138,145.0
2238464,104.8,0.0012,22.2561,1.2566,0.0059,0.061,0.000138,145.0
2240512,104.9,0.0097,26.2216,1.2557,0.0203,0.17,0.000138,145.0
2242560,111.2,-0.0033,13.3191,1.2559,0.0045,0.047,0.000138,145.0
2246656,93.1,0.0017,28.0708,1.2554,0.0043,0.052,0.000138,145.0
2248704,112.6,0.0032,21.4014,1.2558,0.0108,0.116,0.000138,145.0
2250752,109.9,-0.0048,15.2788,1.2565,0.0035,0.041,0.000138,145.0
2252800,108.5,0.0034,27.8574,1.2565,0.0073,0.083,0.000137,144.0
2254848,113.9,0.0025,18.5651,1.2563,0.0248,0.179,0.000137,144.0
2256896,110.0,0.0001,13.0663,1.2568,0.0178,0.16,0.000137,144.0
2258944,97.2,0.0075,18.5878,1.2571,0.0224,0.168,0.000137,144.0
2260992,76.9,0.0066,13.3413,1.2569,0.0176,0.147,0.000137,144.0
2263040,92.8,0.0016,11.2678,1.2568,0.0037,0.038,0.000137,144.0
2265088,105.3,-0.0003,32.8199,1.2565,0.0024,0.023,0.000137,144.0
2267136,109.2,-0.0013,10.9143,1.2564,0.0064,0.071,0.000137,144.0
2269184,96.7,-0.0002,14.1166,1.256,0.0067,0.083,0.000137,144.0
2271232,114.2,-0.0008,11.1794,1.2549,0.0079,0.098,0.000137,145.0
2273280,108.0,0.0037,21.5446,1.2523,0.0062,0.063,0.000136,145.0
2275328,112.5,0.0017,16.7414,1.2507,0.0049,0.06,0.000136,145.0
2277376,112.1,0.0067,12.9599,1.2501,0.0138,0.118,0.000136,145.0
2279424,89.7,0.0093,13.8034,1.2506,0.0307,0.193,0.000136,145.0
2281472,101.0,0.0097,20.1823,1.2501,0.0213,0.166,0.000136,145.0
2283520,68.3,0.0135,34.0413,1.2492,0.0273,0.221,0.000136,145.0
2285568,59.0,0.015,36.5505,1.2498,0.033,0.18,0.000136,145.0
2287616,112.0,-0.001,17.7424,1.2505,0.0118,0.118,0.000136,145.0
2289664,78.2,0.0025,13.4032,1.2501,0.0091,0.109,0.000136,145.0
2291712,90.8,0.0069,28.8146,1.2496,0.0216,0.214,0.000136,145.0
2293760,86.2,-0.0024,34.8669,1.2502,0.0123,0.154,0.000135,145.0
2295808,113.0,0.0013,30.0263,1.2501,0.0053,0.06,0.000135,145.0
2297856,108.6,-0.002,22.2077,1.2494,0.0035,0.039,0.000135,145.0
2299904,109.0,-0.0012,22.4071,1.2491,0.0035,0.044,0.000135,145.0
2301952,114.6,-0.0008,12.8809,1.2486,0.0096,0.111,0.000135,145.0
2304000,111.3,0.002,9.4553,1.2471,0.0038,0.045,0.000135,144.0
2306048,104.1,0.0018,20.0409,1.2452,0.0169,0.17,0.000135,144.0
2308096,100.7,-0.0038,14.5148,1.2442,0.0046,0.056,0.000135,144.0
2310144,81.8,0.0103,13.9108,1.2444,0.0151,0.107,0.000135,144.0
2312192,80.2,-0.0036,12.9032,1.246,0.0125,0.104,0.000134,144.0
2314240,76.8,0.0063,41.0619,1.2432,0.0418,0.228,0.000134,144.0
2316288,76.0,0.0034,28.6595,1.2426,0.0187,0.158,0.000134,144.0
2318336,79.9,-0.0074,20.2336,1.2419,0.0218,0.171,0.000134,144.0
2320384,81.1,0.0004,12.9505,1.2402,0.007,0.083,0.000134,145.0
2322432,112.7,0.0005,13.1996,1.2385,0.0084,0.101,0.000134,145.0
2324480,76.3,-0.0003,11.9913,1.2378,0.0087,0.102,0.000134,145.0
2326528,95.3,-0.0008,23.5694,1.2379,0.0071,0.076,0.000134,145.0
2328576,108.4,-0.0023,13.0953,1.238,0.0075,0.069,0.000134,145.0
2330624,105.5,-0.0019,28.6597,1.2385,0.0038,0.046,0.000134,145.0
2332672,65.5,-0.0035,10.7824,1.2383,0.0159,0.165,0.000133,145.0
2334720,90.7,-0.0009,23.1416,1.239,0.0133,0.141,0.000133,145.0
2336768,99.6,-0.0015,24.53,1.239,0.0047,0.058,0.000133,145.0
2338816,109.7,0.0018,14.5672,1.2382,0.0111,0.133,0.000133,145.0
2340864,104.6,0.0039,21.2294,1.2382,0.0122,0.148,0.000133,145.0
2344960,107.9,0.0617,20.2822,1.2383,0.1417,0.522,0.000133,145.0
2347008,97.3,0.0082,22.529,1.2387,0.0223,0.202,0.000133,145.0
2349056,67.5,0.0131,25.3606,1.2387,0.0244,0.236,0.000133,145.0
2353152,57.8,-0.0011,16.1641,1.237,0.0168,0.195,0.000132,144.0
2355200,82.7,0.0003,22.0146,1.2362,0.0228,0.215,0.000132,144.0
2357248,86.0,0.0017,17.2916,1.2353,0.014,0.12,0.000132,144.0
2361344,89.8,0.0011,21.407,1.237,0.0018,0.02,0.000132,144.0
2363392,68.1,-0.0024,23.0596,1.2385,0.0025,0.029,0.000132,144.0
2365440,79.5,0.0009,26.5206,1.2395,0.004,0.047,0.000132,144.0
2369536,79.6,0.0002,30.7594,1.2401,0.0035,0.045,0.000132,145.0
2371584,85.5,-0.0001,24.4348,1.2403,0.0094,0.068,0.000132,145.0
2373632,89.1,0.0035,12.5709,1.2415,0.0109,0.077,0.000131,145.0
2377728,54.4,-0.0012,28.9897,1.2408,0.0038,0.044,0.000131,145.0
2379776,69.6,-0.0013,13.6709,1.2414,0.0026,0.028,0.000131,145.0
2381824,85.1,-0.0003,22.5042,1.2402,0.0058,0.066,0.000131,145.0
2385920,104.9,-0.0027,40.4265,1.2375,0.0023,0.024,0.000131,145.0
2387968,84.2,-0.0023,22.6282,1.2374,0.005,0.062,0.000131,145.0
2390016,108.1,-0.0042,15.7818,1.2382,0.0057,0.073,0.000131,145.0
2392064,115.0,-0.0058,23.8212,1.2385,0.0021,0.02,0.00013,145.0
2394112,106.9,0.0012,27.2,1.2382,0.0035,0.04,0.00013,145.0
2396160,98.3,0.0006,25.5886,1.238,0.0063,0.081,0.00013,145.0
2398208,108.1,-0.0049,12.358,1.2375,0.002,0.021,0.00013,145.0
2400256,59.0,-0.0016,27.1468,1.2372,0.0102,0.103,0.00013,145.0
2402304,99.6,-0.0012,24.5699,1.2373,0.0048,0.06,0.00013,144.0
2404352,97.6,-0.0019,9.6137,1.2382,0.0099,0.122,0.00013,144.0
2406400,106.4,0.0121,14.1279,1.2386,0.0376,0.233,0.00013,144.0
2408448,63.0,0.0079,12.9147,1.2382,0.0185,0.148,0.00013,144.0
2410496,100.3,0.0089,22.9212,1.2396,0.0264,0.238,0.00013,144.0
2412544,105.6,-0.0047,10.8269,1.2402,0.0086,0.112,0.000129,144.0
2414592,105.6,0.0016,10.7281,1.2393,0.008,0.1,0.000129,144.0
2416640,112.0,-0.0037,11.2586,1.2383,0.0107,0.138,0.000129,144.0
2418688,101.7,-0.0052,21.6973,1.2384,0.004,0.042,0.000129,145.0
2420736,104.6,-0.0001,16.172,1.238,0.0042,0.045,0.000129,145.0
2422784,106.7,-0.0009,9.4063,1.2369,0.0054,0.061,0.000129,145.0
2424832,110.4,-0.0014,17.6754,1.2371,0.0061,0.076,0.000129,145.0
2426880,100.4,-0.0006,17.4682,1.237,0.0043,0.054,0.000129,145.0
2428928,105.1,0.0018,19.3483,1.2376,0.0072,0.079,0.000129,145.0
2430976,103.7,-0.0003,9.2156,1.2374,0.0102,0.109,0.000129,145.0
2433024,114.2,0.0012,25.8956,1.2375,0.0049,0.061,0.000128,145.0
2435072,103.0,-0.002,19.3039,1.2374,0.0044,0.057,0.000128,145.0
2437120,110.2,0.0019,9.3037,1.238,0.0082,0.097,0.000128,145.0
2439168,74.0,0.0034,8.2677,1.2389,0.0063,0.076,0.000128,145.0
2441216,105.5,-0.0072,18.1268,1.2395,0.0061,0.071,0.000128,145.0
2443264,103.5,-0.0054,27.7709,1.2398,0.0029,0.022,0.000128,145.0
2445312,105.0,-0.0025,14.0918,1.2397,0.0009,0.007,0.000128,145.0
2447360,93.4,0.0007,32.6422,1.2398,0.0042,0.053,0.000128,145.0
2449408,70.7,-0.0017,51.9556,1.2398,0.0028,0.032,0.000128,145.0
2451456,98.6,-0.0012,36.9476,1.2401,0.0043,0.055,0.000128,145.0
2453504,91.3,-0.0035,24.5733,1.2405,0.0028,0.032,0.000127,144.0
2455552,86.0,-0.003,27.746,1.2405,0.0026,0.031,0.000127,144.0
2457600,105.5,-0.004,20.8808,1.241,0.003,0.03,0.000127,144.0
2459648,84.6,-0.004,14.5301,1.2416,0.0045,0.052,0.000127,144.0
2461696,110.8,-0.0007,13.9043,1.2411,0.0042,0.052,0.000127,144.0
2463744,110.5,-0.0013,11.164,1.2406,0.0062,0.079,0.000127,144.0
2465792,112.5,0.0024,13.0363,1.2404,0.0126,0.153,0.000127,144.0
2467840,106.6,0.0021,16.5696,1.2408,0.01,0.114,0.000127,144.0
2469888,107.3,-0.0008,21.3935,1.2423,0.0085,0.095,0.000127,144.0
2473984,87.3,0.0063,21.556,1.2437,0.0208,0.166,0.000126,145.0
2476032,94.5,-0.0019,23.4271,1.245,0.0046,0.059,0.000126,145.0
2478080,110.9,-0.0051,16.127,1.2453,0.003,0.036,0.000126,145.0
2480128,114.1,0.0026,6.4618,1.2459,0.0104,0.111,0.000126,145.0
2482176,111.4,-0.0025,16.5309,1.2477,0.0049,0.06,0.000126,145.0
2484224,113.5,-0.0022,17.5819,1.2478,0.0079,0.103,0.000126,145.0
2488320,106.0,0.0076,26.7593,1.2469,0.0257,0.236,0.000126,145.0
2490368,111.1,-0.001,17.1001,1.2469,0.0055,0.072,0.000126,145.0
2492416,101.2,-0.0001,22.9436,1.2469,0.0083,0.1,0.000125,145.0
2496512,111.1,0.0021,26.549,1.2487,0.0153,0.16,0.000125,145.0
2498560,92.5,0.0019,28.2526,1.2499,0.0117,0.133,0.000125,145.0
2500608,89.6,0.0038,12.2873,1.2517,0.014,0.145,0.000125,145.0
2502656,113.6,-0.0012,10.365,1.2501,0.0078,0.103,0.000125,144.0
2504704,113.5,-0.0023,7.3224,1.2484,0.0105,0.124,0.000125,144.0
2506752,104.7,-0.0002,33.5563,1.2475,0.0098,0.117,0.000125,144.0
2508800,110.3,0.0131,10.1534,1.2478,0.0378,0.277,0.000125,144.0
2510848,110.9,0.0003,12.7578,1.2482,0.0071,0.076,0.000125,144.0
2512896,110.7,-0.003,9.4983,1.2453,0.0079,0.096,0.000124,144.0
2514944,109.8,0.001,16.7747,1.2438,0.0109,0.129,0.000124,144.0
2516992,108.5,0.0016,18.2727,1.2442,0.0048,0.048,0.000124,144.0
2519040,106.9,0.0035,22.7164,1.2445,0.0055,0.068,0.000124,145.0
2521088,108.3,0.0006,10.2346,1.2446,0.0068,0.084,0.000124,145.0
2523136,98.1,-0.0031,21.873,1.2432,0.0061,0.074,0.000124,145.0
2525184,109.4,-0.0033,13.003,1.2413,0.0064,0.08,0.000124,145.0
2527232,89.3,-0.0031,18.304,1.241,0.0059,0.066,0.000124,145.0
2529280,107.6,0.0004,25.1126,1.2408,0.0054,0.068,0.000124,145.0
2531328,109.5,-0.0038,17.7003,1.2416,0.0029,0.035,0.000124,145.0
2533376,89.4,-0.0026,18.5111,1.2424,0.0036,0.045,0.000123,145.0
2535424,106.4,-0.002,17.5121,1.2409,0.0038,0.046,0.000123,145.0
2537472,107.3,-0.0038,18.0748,1.2404,0.0049,0.059,0.000123,145.0
2539520,110.0,0.0008,15.8261,1.2395,0.0087,0.104,0.000123,145.0
2543616,107.9,-0.0051,25.569,1.2376,0.0159,0.159,0.000123,145.0
2545664,93.8,-0.0046,20.2315,1.2371,0.0032,0.036,0.000123,145.0
2547712,78.4,-0.0023,14.0821,1.2378,0.0055,0.071,0.000123,145.0
2551808,89.6,-0.0061,13.8542,1.2393,0.0093,0.11,0.000123,145.0
2553856,95.8,-0.0009,24.3163,1.2404,0.0132,0.121,0.000122,144.0
2555904,99.7,-0.0013,9.6042,1.2405,0.0042,0.051,0.000122,144.0
2560000,105.8,-0.005,12.2177,1.2389,0.0046,0.052,0.000122,144.0
2562048,84.5,-0.0012,15.6624,1.2387,0.0034,0.04,0.000122,144.0
2564096,109.1,-0.0022,17.0045,1.2388,0.0068,0.087,0.000122,144.0
2568192,90.0,-0.0007,37.6215,1.239,0.0028,0.032,0.000122,144.0
2570240,80.2,-0.0006,38.7783,1.2391,0.0015,0.016,0.000122,145.0
2572288,106.9,-0.001,16.4913,1.2392,0.0019,0.018,0.000121,145.0
2576384,54.5,0.0008,21.0859,1.2383,0.006,0.072,0.000121,145.0
2578432,69.6,-0.0031,25.672,1.2383,0.0041,0.052,0.000121,145.0
2580480,79.2,0.0042,9.8557,1.2399,0.0216,0.207,0.000121,145.0
2582528,60.7,0.0221,6.183,1.2402,0.0342,0.259,0.000121,145.0
2584576,95.6,0.0247,17.5983,1.2395,0.0888,0.402,0.000121,145.0
2586624,110.2,-0.0005,27.9947,1.2391,0.0092,0.113,0.000121,145.0
2588672,105.5,-0.0053,12.0126,1.24,0.0105,0.144,0.000121,145.0
2590720,82.9,0.0007,9.085,1.2419,0.0182,0.187,0.000121,145.0
2592768,49.2,0.0138,18.1362,1.2412,0.0229,0.193,0.00012,145.0
2594816,73.3,0.0058,34.5699,1.241,0.0268,0.214,0.00012,145.0
2596864,74.6,-0.0014,14.8991,1.2412,0.0089,0.086,0.00012,145.0
2598912,81.1,-0.0027,8.8019,1.242,0.0039,0.048,0.00012,145.0
2600960,31.0,-0.0027,14.8847,1.2418,0.0038,0.042,0.00012,145.0
2603008,78.1,0.0009,12.5647,1.2401,0.0051,0.067,0.00012,144.0
2605056,104.0,-0.0046,14.6294,1.2399,0.0074,0.093,0.00012,144.0
2607104,100.5,0.003,12.6169,1.2415,0.0087,0.075,0.00012,144.0
2609152,73.2,-0.0038,13.8675,1.2456,0.0027,0.031,0.00012,144.0
2611200,87.7,-0.003,24.7759,1.247,0.0054,0.069,0.00012,144.0
2615296,101.4,-0.0018,13.9636,1.2473,0.0019,0.018,0.000119,144.0
