step,ep_reward_mean,policy_loss,value_loss,entropy,approx_kl,clip_frac,lr,sps
1032192,4.8,0.0116,3.7565,1.0843,0.0216,0.178,0.000198,145.0
1034240,1.2,0.0015,1.4147,1.0926,0.0121,0.101,0.000198,145.0
1036288,0.3,0.0048,2.6496,1.0992,0.011,0.111,0.000198,145.0
1038336,5.2,0.0015,2.281,1.1122,0.0161,0.142,0.000198,145.0
1040384,4.1,-0.0031,3.3196,1.1242,0.0196,0.147,0.000198,145.0
1042432,6.6,0.0077,2.6253,1.1355,0.015,0.134,0.000198,145.0
1044480,-0.3,0.003,1.4928,1.136,0.0132,0.106,0.000198,145.0
1046528,6.4,0.0055,2.1604,1.1356,0.013,0.131,0.000198,146.0
1048576,11.6,0.0144,3.1598,1.1452,0.0275,0.16,0.000198,146.0
1050624,2.7,-0.001,3.0372,1.1473,0.0281,0.132,0.000198,146.0
1052672,3.5,0.0009,5.1455,1.1513,0.0159,0.158,0.000197,144.0
1054720,25.5,-0.0011,4.8639,1.153,0.0113,0.134,0.000197,144.0
1056768,25.4,-0.0001,7.1601,1.1503,0.0157,0.169,0.000197,144.0
1058816,58.6,0.0073,7.6996,1.1493,0.0212,0.221,0.000197,144.0
1060864,81.7,0.0141,8.0873,1.1494,0.0311,0.245,0.000197,144.0
1062912,73.1,0.0094,10.1333,1.1477,0.0227,0.204,0.000197,144.0
1064960,86.5,0.0224,14.7081,1.1445,0.0427,0.343,0.000197,144.0
1067008,93.1,0.004,14.3252,1.144,0.0163,0.173,0.000197,144.0
1071104,84.8,0.0125,37.6234,1.1448,0.022,0.167,0.000197,145.0
1073152,86.6,0.0113,16.7212,1.1453,0.0217,0.148,0.000196,145.0
1075200,79.6,0.0024,17.0375,1.1459,0.01,0.087,0.000196,145.0
1079296,54.6,0.0084,48.8416,1.1451,0.0179,0.132,0.000196,145.0
1081344,60.0,0.0184,14.7044,1.1451,0.0253,0.183,0.000196,145.0
1083392,73.0,0.0089,35.4461,1.1453,0.022,0.141,0.000196,145.0
1087488,51.9,0.0172,35.4582,1.1463,0.0262,0.144,0.000196,145.0
1091584,54.0,0.0229,28.6337,1.1469,0.0849,0.218,0.000196,145.0
1095680,79.4,0.0218,26.1231,1.1502,0.0215,0.136,0.000195,145.0
1099776,55.2,0.0078,15.3578,1.1497,0.0221,0.136,0.000195,146.0
1103872,74.8,0.0194,34.2771,1.1504,0.0245,0.234,0.000195,144.0
1107968,83.4,0.0132,30.7936,1.1505,0.0307,0.213,0.000195,144.0
1112064,93.9,0.0058,27.4791,1.1507,0.0176,0.136,0.000194,144.0
1114112,101.2,0.0038,30.6006,1.152,0.0109,0.117,0.000194,144.0
1116160,41.9,0.0022,22.19,1.1524,0.008,0.095,0.000194,144.0
1118208,110.6,0.0018,29.5691,1.1526,0.0112,0.114,0.000194,144.0
1120256,112.8,0.0004,19.6779,1.1516,0.0055,0.048,0.000194,145.0
1122304,73.9,0.0126,17.729,1.1506,0.0319,0.153,0.000194,145.0
1124352,97.5,0.009,17.1074,1.152,0.0235,0.182,0.000194,145.0
1126400,89.5,0.0092,21.7805,1.1513,0.0206,0.177,0.000194,145.0
1128448,41.0,0.0083,23.1792,1.1497,0.0172,0.168,0.000194,145.0
1130496,108.6,0.0076,25.1997,1.1478,0.0258,0.185,0.000194,145.0
1132544,106.7,0.0164,20.8587,1.146,0.0404,0.282,0.000193,145.0
1134592,92.2,0.0135,36.7594,1.1462,0.021,0.157,0.000193,145.0
1136640,110.7,0.0128,17.0266,1.1464,0.0259,0.129,0.000193,145.0
1138688,97.6,0.0232,27.3853,1.1466,0.0238,0.126,0.000193,145.0
1140736,73.6,0.0102,34.5694,1.1472,0.0217,0.16,0.000193,145.0
1142784,64.7,0.0105,22.5705,1.1478,0.0203,0.123,0.000193,145.0
1146880,69.8,0.0179,27.8123,1.1475,0.0308,0.226,0.000193,145.0
1148928,76.5,0.0061,12.9784,1.1475,0.0212,0.172,0.000193,146.0
1150976,110.5,0.0195,29.0073,1.1473,0.0345,0.207,0.000193,146.0
1155072,102.5,0.0254,52.2781,1.1478,0.0924,0.27,0.000192,144.0
1157120,101.2,0.0127,29.9506,1.1479,0.0215,0.148,0.000192,144.0
1159168,43.1,0.0082,30.7006,1.1481,0.0231,0.159,0.000192,144.0
1163264,69.2,0.0106,37.8444,1.1485,0.0174,0.167,0.000192,144.0
1165312,86.0,0.0007,25.55,1.1493,0.0096,0.08,0.000192,144.0
1167360,63.4,0.0026,12.5608,1.1498,0.0167,0.141,0.000192,144.0
1171456,91.0,0.0122,38.9924,1.1503,0.024,0.157,0.000192,145.0
1173504,87.4,0.0223,39.0536,1.1517,0.0703,0.332,0.000191,145.0
1175552,73.4,-0.0016,23.607,1.1522,0.0061,0.062,0.000191,145.0
1179648,81.1,0.0132,28.4567,1.1529,0.0351,0.235,0.000191,145.0
1181696,47.4,0.0048,26.8657,1.1531,0.0061,0.064,0.000191,145.0
1183744,65.4,0.0034,15.4318,1.1532,0.0105,0.11,0.000191,145.0
1187840,77.3,0.0082,20.1521,1.1535,0.0268,0.186,0.000191,145.0
1189888,79.7,0.0708,41.4178,1.1546,0.223,0.475,0.000191,145.0
1191936,97.3,0.0038,13.1857,1.155,0.0148,0.131,0.000191,145.0
1196032,77.6,0.0069,22.2488,1.1535,0.0112,0.097,0.00019,145.0
1198080,67.3,0.0112,21.9663,1.1532,0.0283,0.132,0.00019,145.0
1202176,62.5,0.0197,12.7188,1.1539,0.0361,0.122,0.00019,144.0
1204224,78.5,0.0107,12.9007,1.1553,0.0331,0.168,0.00019,144.0
1206272,29.6,0.019,18.876,1.1561,0.0422,0.186,0.00019,144.0
1210368,37.8,0.0156,15.189,1.1576,0.0377,0.21,0.00019,144.0
1212416,68.2,0.0029,19.5946,1.158,0.01,0.097,0.000189,144.0
1214464,78.8,0.0003,13.9315,1.1574,0.0104,0.091,0.000189,144.0
1218560,72.4,0.0125,8.4509,1.1571,0.0258,0.14,0.000189,144.0
1220608,63.8,0.0156,27.1488,1.1566,0.0225,0.164,0.000189,145.0
1222656,97.9,0.0027,18.6663,1.1575,0.0182,0.121,0.000189,145.0
1226752,50.8,0.0069,24.2307,1.1592,0.0257,0.155,0.000189,145.0
1228800,24.4,0.0027,10.4293,1.1604,0.0139,0.125,0.000189,145.0
1230848,64.3,0.0063,13.5575,1.1637,0.0163,0.111,0.000189,145.0
1234944,61.7,0.0044,18.6503,1.1673,0.0153,0.119,0.000188,145.0
1236992,35.6,0.0082,7.0692,1.1683,0.0151,0.105,0.000188,145.0
1239040,73.1,0.005,15.8924,1.1665,0.0224,0.133,0.000188,145.0
1243136,76.8,0.0021,12.7996,1.169,0.0088,0.085,0.000188,145.0
1245184,32.9,0.0118,31.613,1.1683,0.0206,0.16,0.000188,145.0
1247232,34.8,0.0089,11.6308,1.1685,0.0129,0.114,0.000188,145.0
1251328,58.8,0.0033,23.1412,1.1695,0.0126,0.1,0.000188,145.0
1253376,48.5,0.0044,11.5096,1.1684,0.0103,0.083,0.000187,144.0
1255424,78.2,0.0231,14.822,1.1693,0.0543,0.232,0.000187,144.0
1259520,52.1,-0.0037,10.7105,1.1744,0.0121,0.09,0.000187,144.0
1261568,53.5,0.0064,6.458,1.1749,0.0143,0.113,0.000187,144.0
1263616,37.7,0.0037,8.1377,1.1778,0.0132,0.108,0.000187,144.0
1267712,74.3,-0.0004,20.0099,1.1822,0.0071,0.073,0.000187,144.0
1269760,91.1,0.0022,23.4819,1.1801,0.0104,0.094,0.000187,144.0
1271808,48.6,0.0072,16.627,1.1787,0.0321,0.222,0.000187,144.0
1275904,90.5,0.005,18.1728,1.1808,0.0225,0.156,0.000186,145.0
1277952,70.8,0.0143,37.1307,1.1825,0.0308,0.215,0.000186,145.0
1282048,107.2,0.0029,13.0822,1.183,0.0164,0.127,0.000186,145.0
1284096,93.3,0.0075,20.8122,1.1852,0.0215,0.2,0.000186,145.0
1286144,85.3,0.0095,46.0744,1.1862,0.0251,0.155,0.000186,145.0
1290240,33.3,-0.0061,14.0802,1.1889,0.007,0.077,0.000186,145.0
1292288,108.7,0.0068,18.701,1.1893,0.0193,0.166,0.000185,145.0
1294336,69.1,0.0104,21.6296,1.189,0.0202,0.17,0.000185,145.0
1298432,65.0,0.002,17.1789,1.1897,0.0189,0.171,0.000185,145.0
1300480,91.7,0.0018,18.0646,1.1899,0.0175,0.151,0.000185,145.0
1302528,61.3,-0.0023,16.4123,1.1903,0.0098,0.093,0.000185,144.0
1306624,60.5,0.0038,26.2609,1.1866,0.0157,0.116,0.000185,144.0
1308672,107.4,0.0132,19.7199,1.1871,0.027,0.214,0.000185,144.0
1310720,85.0,0.0029,37.9502,1.188,0.0108,0.107,0.000185,144.0
1314816,101.8,0.0201,28.155,1.1892,0.0594,0.267,0.000184,144.0
1316864,94.4,0.0053,32.8979,1.1907,0.0125,0.116,0.000184,144.0
1318912,93.8,0.0128,23.3046,1.1905,0.0357,0.173,0.000184,144.0
1323008,71.1,0.0004,24.4956,1.1916,0.016,0.087,0.000184,145.0
1325056,43.3,0.0065,15.9886,1.1922,0.0205,0.089,0.000184,145.0
1327104,17.9,0.0101,14.3465,1.1927,0.0388,0.113,0.000184,145.0
1331200,31.6,0.0018,11.1274,1.199,0.0093,0.09,0.000184,145.0
1333248,31.6,0.0017,16.8679,1.2004,0.0048,0.05,0.000183,145.0
1335296,60.4,0.0112,10.6894,1.2041,0.0124,0.105,0.000183,145.0
1339392,78.8,0.0042,13.9665,1.2057,0.0148,0.111,0.000183,145.0
1341440,76.2,0.0031,10.8471,1.2033,0.009,0.086,0.000183,145.0
1343488,78.5,0.0007,11.8195,1.2002,0.0114,0.096,0.000183,145.0
1347584,58.6,0.0332,17.0031,1.1987,0.08,0.244,0.000183,145.0
1349632,44.5,0.007,7.9001,1.2,0.0176,0.125,0.000183,145.0
1351680,75.8,0.0277,14.1255,1.1999,0.0499,0.28,0.000183,145.0
1355776,76.8,0.0025,19.0582,1.1975,0.005,0.058,0.000182,144.0
1357824,74.8,0.0255,39.8269,1.1974,0.0405,0.197,0.000182,144.0
1359872,69.8,0.007,7.8829,1.1984,0.0181,0.133,0.000182,144.0
1363968,52.0,-0.0017,18.3138,1.199,0.006,0.056,0.000182,144.0
1366016,79.4,0.0054,37.2133,1.1975,0.0194,0.131,0.000182,144.0
1370112,83.6,0.0232,27.2291,1.1911,0.0484,0.221,0.000182,144.0
1372160,103.9,0.021,12.3543,1.1904,0.0322,0.189,0.000181,145.0
1374208,67.4,-0.0011,28.4607,1.1895,0.0067,0.063,0.000181,145.0
1378304,61.6,-0.0021,16.5546,1.1905,0.0133,0.11,0.000181,145.0
1380352,82.6,0.0033,29.8472,1.1908,0.0228,0.17,0.000181,145.0
1382400,53.0,0.005,27.7555,1.1908,0.0073,0.081,0.000181,145.0
1386496,101.8,0.0072,21.8079,1.1862,0.0203,0.134,0.000181,145.0
1388544,73.1,0.0207,26.3555,1.1853,0.0332,0.198,0.000181,145.0
1390592,70.3,0.0022,34.5561,1.1851,0.0101,0.084,0.000181,145.0
1394688,44.2,0.0157,19.0744,1.1918,0.0318,0.174,0.00018,145.0
1396736,72.9,-0.0021,25.3346,1.1933,0.0114,0.107,0.00018,145.0
1398784,56.1,0.0052,8.2824,1.1933,0.0196,0.146,0.00018,145.0
1402880,69.4,0.0,9.0169,1.1918,0.0065,0.055,0.00018,144.0
1404928,27.6,0.0081,15.1705,1.1927,0.0266,0.154,0.00018,144.0
1406976,36.0,0.0019,10.1344,1.1925,0.0146,0.11,0.00018,144.0
1411072,57.3,0.0011,14.1993,1.1979,0.0113,0.07,0.00018,144.0
1413120,53.5,0.0043,21.8187,1.2011,0.011,0.09,0.000179,144.0
1415168,79.7,-0.0027,12.0926,1.206,0.0113,0.093,0.000179,144.0
1419264,58.6,-0.0032,15.8845,1.2089,0.0061,0.066,0.000179,144.0
1421312,66.7,0.0192,29.1702,1.2095,0.0276,0.177,0.000179,145.0
1423360,39.3,0.0097,8.1963,1.2107,0.0177,0.16,0.000179,145.0
1427456,74.8,0.0199,36.4808,1.2122,0.0267,0.145,0.000179,145.0
1429504,77.3,0.0244,28.5221,1.2131,0.0468,0.162,0.000179,145.0
1431552,37.2,0.0102,8.158,1.2144,0.0295,0.146,0.000179,145.0
1435648,48.2,0.0003,12.8812,1.2193,0.008,0.071,0.000178,145.0
1437696,75.2,0.0046,29.6646,1.2233,0.0124,0.107,0.000178,145.0
1439744,108.3,0.0031,14.5026,1.2252,0.0075,0.074,0.000178,145.0
1441792,47.2,-0.0007,16.7721,1.2257,0.0076,0.089,0.000178,145.0
1443840,74.6,-0.0005,16.4262,1.2243,0.0083,0.084,0.000178,145.0
1445888,95.9,0.0013,42.2506,1.2246,0.0084,0.097,0.000178,145.0
1449984,106.4,0.0046,16.3764,1.2256,0.0144,0.109,0.000178,145.0
1452032,56.3,0.0024,24.0986,1.2269,0.0156,0.113,0.000178,145.0
1454080,76.0,0.0054,33.7342,1.2278,0.0153,0.106,0.000177,144.0
1458176,60.6,0.005,25.3898,1.2305,0.0102,0.095,0.000177,144.0
1460224,99.8,0.0183,23.5013,1.2319,0.0398,0.161,0.000177,144.0
1462272,88.6,0.0098,26.0841,1.2319,0.0243,0.163,0.000177,144.0
1466368,68.8,0.0022,9.9502,1.2309,0.0135,0.115,0.000177,144.0
1468416,87.0,0.0072,20.9281,1.2321,0.02,0.128,0.000177,144.0
1470464,88.4,0.002,20.8738,1.233,0.0106,0.094,0.000177,145.0
1474560,38.3,-0.0002,16.2357,1.2354,0.0089,0.087,0.000176,145.0
1476608,72.7,0.0042,19.2715,1.2376,0.0188,0.156,0.000176,145.0
1478656,88.0,-0.0029,28.3097,1.2387,0.0086,0.09,0.000176,145.0
1482752,95.2,0.0191,21.5275,1.2413,0.0294,0.175,0.000176,145.0
1484800,66.5,-0.0014,26.0351,1.243,0.0096,0.076,0.000176,145.0
1486848,82.4,0.0024,13.4208,1.2454,0.0166,0.121,0.000176,145.0
1490944,77.1,0.0114,17.0113,1.2514,0.0143,0.125,0.000176,145.0
1492992,72.8,0.001,32.6866,1.2537,0.0151,0.164,0.000175,145.0
1495040,101.2,0.0022,16.786,1.2563,0.0067,0.08,0.000175,145.0
1497088,114.8,0.0187,17.4064,1.2565,0.0249,0.208,0.000175,145.0
1499136,107.1,0.0042,21.5375,1.2575,0.0206,0.171,0.000175,145.0
1501184,96.0,0.0119,41.354,1.2594,0.0203,0.182,0.000175,145.0
1503232,33.1,0.0047,15.0872,1.2588,0.0106,0.123,0.000175,144.0
1505280,99.2,0.0004,22.3655,1.2592,0.0099,0.097,0.000175,144.0
1507328,63.7,-0.0011,14.2966,1.2613,0.007,0.09,0.000175,144.0
1509376,83.8,0.0047,31.6461,1.2613,0.0215,0.192,0.000175,144.0
1511424,37.3,0.0007,10.8888,1.2624,0.0061,0.071,0.000175,144.0
1513472,103.3,-0.001,15.9642,1.2637,0.0065,0.063,0.000174,144.0
1515520,97.2,0.0112,15.6368,1.2635,0.0249,0.212,0.000174,144.0
1517568,94.1,0.0053,33.6051,1.2645,0.0219,0.145,0.000174,144.0
1519616,104.5,0.0023,15.7411,1.2659,0.014,0.123,0.000174,144.0
1521664,105.5,0.0093,20.6166,1.266,0.0225,0.216,0.000174,145.0
1523712,98.7,0.016,21.3143,1.266,0.0304,0.222,0.000174,145.0
1525760,86.0,0.037,29.9569,1.2668,0.0827,0.375,0.000174,145.0
1527808,80.7,-0.0025,6.9713,1.2666,0.0094,0.103,0.000174,145.0
1529856,108.8,0.0123,16.1942,1.2642,0.0266,0.219,0.000174,145.0
1531904,45.3,0.0068,27.8985,1.2636,0.0204,0.17,0.000174,145.0
1533952,89.6,0.0048,31.5202,1.2638,0.0146,0.125,0.000173,145.0
1538048,101.2,0.0135,19.6053,1.2697,0.0229,0.199,0.000173,145.0
1540096,104.0,-0.0021,18.0516,1.2718,0.0108,0.111,0.000173,145.0
1542144,74.0,0.0016,28.6373,1.2743,0.0076,0.088,0.000173,145.0
1544192,87.1,0.0017,15.4893,1.2756,0.021,0.19,0.000173,145.0
1546240,64.5,-0.0022,7.5733,1.2756,0.0079,0.093,0.000173,145.0
1548288,81.6,0.006,19.3412,1.2746,0.0177,0.122,0.000173,145.0
1550336,90.3,0.003,24.5889,1.2749,0.0209,0.162,0.000173,145.0
1552384,114.0,0.0033,15.7826,1.2732,0.0232,0.179,0.000172,144.0
1554432,47.7,-0.0014,10.8789,1.2722,0.0098,0.086,0.000172,144.0
1556480,95.7,-0.0014,32.329,1.273,0.0085,0.094,0.000172,144.0
1558528,109.6,0.0041,23.5783,1.2734,0.013,0.129,0.000172,144.0
1560576,96.4,-0.0013,18.6321,1.2734,0.0055,0.069,0.000172,144.0
1562624,111.2,0.0005,13.2667,1.273,0.0077,0.099,0.000172,144.0
1564672,98.9,-0.0019,23.6349,1.2699,0.0085,0.104,0.000172,144.0
1566720,107.9,-0.0017,28.5804,1.2691,0.0145,0.145,0.000172,144.0
1568768,104.4,0.0003,16.9527,1.2701,0.0077,0.096,0.000172,144.0
1570816,103.0,0.0003,21.2412,1.2691,0.0179,0.164,0.000172,144.0
1572864,112.0,0.0011,25.4609,1.2683,0.0079,0.077,0.000171,145.0
1574912,110.2,0.0045,22.6142,1.2675,0.0178,0.148,0.000171,145.0
1576960,84.3,0.0156,16.0651,1.2669,0.022,0.19,0.000171,145.0
1579008,66.7,0.003,31.1969,1.2682,0.0114,0.086,0.000171,145.0
1581056,70.0,0.0005,24.1765,1.2701,0.0058,0.058,0.000171,145.0
1583104,49.4,0.0009,19.5538,1.2721,0.0093,0.089,0.000171,145.0
1585152,11.9,0.0048,14.1417,1.2721,0.0215,0.147,0.000171,145.0
1587200,82.7,0.0003,38.0421,1.2709,0.0233,0.138,0.000171,145.0
1589248,57.8,0.0009,19.9755,1.2689,0.0087,0.095,0.000171,145.0
1591296,60.8,0.0058,19.5349,1.2695,0.0166,0.133,0.000171,145.0
1595392,83.7,0.0102,16.1971,1.2769,0.0311,0.153,0.00017,145.0
1597440,62.0,0.0239,33.0503,1.2783,0.0284,0.19,0.00017,145.0
1599488,58.0,0.0028,15.9965,1.2784,0.0097,0.08,0.00017,145.0
1601536,109.0,0.0108,16.8223,1.2794,0.0246,0.179,0.00017,145.0
1603584,93.3,0.0086,10.7081,1.28,0.0259,0.17,0.00017,144.0
1605632,108.7,0.0179,31.3693,1.2798,0.0299,0.182,0.00017,144.0
1607680,92.7,0.0017,15.7437,1.2806,0.0121,0.111,0.00017,144.0
1609728,109.5,-0.0032,18.0373,1.2817,0.0167,0.131,0.00017,144.0
1611776,77.6,0.0037,24.6658,1.2816,0.0087,0.094,0.00017,144.0
1613824,92.1,0.0044,40.6261,1.2817,0.0147,0.159,0.000169,144.0
1615872,107.5,0.0152,13.9407,1.2818,0.0298,0.174,0.000169,144.0
1617920,81.5,0.001,20.9041,1.2829,0.0107,0.091,0.000169,144.0
1619968,103.4,0.0058,22.1692,1.2819,0.0234,0.156,0.000169,145.0
1622016,75.2,0.0037,24.9298,1.2809,0.0101,0.102,0.000169,145.0
1624064,106.9,0.0036,17.6142,1.2786,0.0109,0.11,0.000169,145.0
1626112,106.8,0.0004,13.6748,1.2778,0.0154,0.119,0.000169,145.0
1628160,71.0,0.0048,21.8822,1.2756,0.0082,0.091,0.000169,145.0
1630208,98.5,-0.0025,25.1567,1.2759,0.0114,0.109,0.000169,145.0
1632256,91.0,-0.0001,14.2242,1.2758,0.0051,0.063,0.000168,145.0
1634304,76.5,0.0038,10.5103,1.2731,0.0167,0.153,0.000168,145.0
1636352,105.6,0.0137,22.0918,1.2726,0.034,0.189,0.000168,145.0
1638400,84.2,0.0054,11.6872,1.2743,0.0188,0.15,0.000168,145.0
1640448,35.9,0.0036,20.624,1.2737,0.009,0.091,0.000168,145.0
1642496,68.2,0.0027,16.7247,1.275,0.0089,0.085,0.000168,145.0
1644544,58.6,-0.0001,14.5858,1.2772,0.0118,0.121,0.000168,145.0
1646592,108.9,0.0119,23.8668,1.277,0.0236,0.172,0.000168,145.0
1648640,51.2,0.0069,18.5434,1.2791,0.0124,0.084,0.000168,145.0
1650688,61.7,0.0033,28.3549,1.2814,0.0057,0.058,0.000168,145.0
1652736,76.8,0.0087,8.7695,1.2846,0.02,0.105,0.000167,144.0
1654784,53.2,0.006,13.2114,1.2882,0.0222,0.135,0.000167,144.0
1656832,101.0,0.0097,13.5243,1.2903,0.0136,0.095,0.000167,144.0
1658880,55.1,0.0143,8.7547,1.2914,0.0286,0.117,0.000167,144.0
1660928,15.9,0.0094,14.8782,1.2946,0.0176,0.126,0.000167,144.0
1662976,10.2,-0.0009,10.0955,1.3012,0.0066,0.072,0.000167,144.0
1665024,71.0,0.009,15.8356,1.3035,0.0231,0.144,0.000167,144.0
1667072,82.2,0.0044,27.2387,1.3025,0.0083,0.094,0.000167,144.0
1669120,58.8,0.0015,20.6746,1.3023,0.0112,0.122,0.000167,145.0
1671168,108.3,0.0068,19.1436,1.3022,0.0215,0.181,0.000167,145.0
1675264,83.5,0.0079,33.8563,1.301,0.0317,0.202,0.000166,145.0
1677312,97.7,0.0,16.9387,1.3021,0.0171,0.149,0.000166,145.0
1679360,80.8,0.0059,15.5135,1.3021,0.0217,0.165,0.000166,145.0
1683456,69.3,0.0091,27.9989,1.3037,0.023,0.188,0.000166,145.0
1685504,58.4,0.0009,19.2365,1.3051,0.0236,0.141,0.000166,145.0
1687552,78.7,0.0096,25.0461,1.3063,0.024,0.187,0.000166,145.0
1689600,103.8,-0.0004,13.8861,1.3069,0.0122,0.107,0.000166,145.0
1691648,50.8,0.0061,18.5459,1.307,0.0205,0.181,0.000166,145.0
1693696,108.2,0.017,20.73,1.307,0.0222,0.168,0.000165,145.0
1695744,111.7,0.006,12.0253,1.3075,0.0184,0.125,0.000165,145.0
1697792,27.6,0.0044,10.9906,1.3084,0.0163,0.119,0.000165,145.0
1699840,58.3,-0.0,21.8962,1.31,0.0041,0.047,0.000165,145.0
1701888,66.3,-0.0007,27.6647,1.3113,0.0077,0.089,0.000165,145.0
1703936,50.0,-0.0002,8.559,1.3105,0.0102,0.114,0.000165,144.0
1705984,96.4,0.0015,18.7267,1.3053,0.01,0.108,0.000165,144.0
1708032,101.3,0.0093,26.8588,1.3039,0.0149,0.156,0.000165,144.0
1710080,91.0,0.0008,32.8789,1.3058,0.0074,0.077,0.000165,144.0
1712128,101.2,0.0026,14.0524,1.3064,0.0132,0.123,0.000164,144.0
1714176,61.9,0.0,13.9176,1.3075,0.0084,0.104,0.000164,144.0
1716224,86.8,0.0121,29.2427,1.3082,0.027,0.258,0.000164,145.0
1718272,100.7,0.0055,28.2413,1.3084,0.0205,0.181,0.000164,145.0
1720320,104.1,0.0047,16.9367,1.3088,0.0206,0.189,0.000164,145.0
1722368,97.5,0.005,12.4138,1.3107,0.0185,0.188,0.000164,145.0
1724416,96.3,0.0028,27.3966,1.3126,0.0112,0.12,0.000164,145.0
1726464,59.0,-0.0036,10.9843,1.313,0.0113,0.13,0.000164,145.0
1728512,105.4,-0.001,16.2679,1.3106,0.0106,0.115,0.000164,145.0
1730560,108.2,0.0021,16.0634,1.3083,0.0084,0.095,0.000164,145.0
1732608,93.9,-0.0005,32.3043,1.3075,0.0075,0.083,0.000163,145.0
1734656,105.6,0.0013,15.8557,1.3076,0.0086,0.096,0.000163,145.0
1736704,111.6,0.009,18.7173,1.3078,0.02,0.161,0.000163,145.0
1738752,92.5,0.0017,14.9377,1.3082,0.0116,0.116,0.000163,145.0
1740800,81.5,0.0097,39.6447,1.3088,0.0286,0.199,0.000163,145.0
1742848,67.4,0.0068,19.3633,1.3095,0.0229,0.155,0.000163,145.0
1746944,104.0,0.0121,27.7315,1.3109,0.0358,0.203,0.000163,145.0
1748992,81.4,0.0234,29.05,1.3107,0.0557,0.234,0.000163,145.0
1751040,104.1,-0.0034,13.5303,1.3107,0.0041,0.05,0.000163,145.0
1755136,105.0,0.0008,20.5573,1.3102,0.0153,0.142,0.000162,144.0
1757184,87.4,0.0011,22.4026,1.309,0.0099,0.105,0.000162,144.0
1759232,106.2,0.0019,7.6823,1.3085,0.0175,0.107,0.000162,144.0
1763328,62.4,0.0212,27.622,1.3155,0.0272,0.217,0.000162,145.0
1765376,54.5,0.0069,29.2524,1.3166,0.0253,0.183,0.000162,145.0
1767424,45.5,0.011,16.187,1.318,0.0146,0.153,0.000162,145.0
1769472,103.4,0.0006,17.9135,1.3191,0.0052,0.059,0.000162,145.0
1771520,98.5,-0.0001,16.8465,1.3206,0.0059,0.072,0.000162,145.0
1773568,84.0,0.0003,24.114,1.3211,0.0113,0.125,0.000161,145.0
1775616,108.5,0.0032,15.1608,1.3241,0.0103,0.123,0.000161,145.0
1777664,108.0,0.0054,18.6508,1.325,0.0147,0.146,0.000161,145.0
1779712,105.9,-0.0013,23.9381,1.3257,0.0056,0.066,0.000161,145.0
1781760,75.7,0.0025,26.6312,1.3261,0.0283,0.189,0.000161,145.0
1783808,107.5,0.0053,13.2232,1.3263,0.0162,0.17,0.000161,145.0
1785856,92.3,0.0009,13.0558,1.3247,0.0161,0.175,0.000161,145.0
1787904,109.9,0.0052,21.9766,1.3247,0.0319,0.176,0.000161,145.0
1789952,100.3,0.0167,24.9301,1.3252,0.0382,0.2,0.000161,145.0
1792000,110.6,-0.0007,15.7462,1.3259,0.0074,0.09,0.000161,145.0
1794048,70.7,0.0094,17.2742,1.3267,0.0207,0.177,0.00016,145.0
1796096,109.0,-0.0029,19.4767,1.3269,0.0078,0.097,0.00016,145.0
1798144,76.9,0.001,24.1872,1.3261,0.0047,0.061,0.00016,145.0
1800192,95.2,-0.0028,23.7532,1.3257,0.0064,0.069,0.00016,145.0
1802240,105.4,0.009,21.7346,1.3261,0.018,0.132,0.00016,144.0
1804288,72.6,0.0067,20.3732,1.3264,0.0236,0.143,0.00016,144.0
1806336,96.0,0.0226,25.3345,1.3273,0.0554,0.195,0.00016,144.0
1808384,87.2,0.0057,16.099,1.3279,0.029,0.121,0.00016,144.0
1810432,84.0,0.0049,7.3796,1.3277,0.0148,0.113,0.00016,144.0
1812480,30.5,0.0002,20.7869,1.3251,0.007,0.06,0.000159,145.0
1814528,91.4,0.0027,12.6888,1.3255,0.0036,0.038,0.000159,145.0
1816576,73.0,0.0013,13.271,1.3272,0.0099,0.093,0.000159,145.0
1818624,55.2,-0.001,14.6492,1.3287,0.0089,0.093,0.000159,145.0
1820672,58.7,0.0001,31.0602,1.3295,0.0064,0.075,0.000159,145.0
1822720,109.1,-0.0002,19.2257,1.3287,0.0072,0.074,0.000159,145.0
1826816,73.9,0.002,21.6509,1.3297,0.0167,0.145,0.000159,145.0
1828864,86.3,0.0116,25.4675,1.3291,0.0281,0.172,0.000159,145.0
1830912,100.0,0.0043,15.0372,1.3286,0.0229,0.181,0.000159,145.0
1835008,100.0,0.0019,15.5233,1.33,0.0113,0.114,0.000158,145.0
1837056,104.1,0.0188,35.7343,1.3302,0.0345,0.182,0.000158,145.0
1839104,102.1,0.009,17.0897,1.33,0.0238,0.191,0.000158,145.0
1843200,82.5,0.0097,15.6336,1.3338,0.0248,0.197,0.000158,145.0
1845248,92.7,0.0032,19.8588,1.3351,0.0126,0.112,0.000158,145.0
1847296,46.8,0.0038,5.6191,1.338,0.0192,0.134,0.000158,145.0
1851392,60.6,0.0119,22.7049,1.3347,0.0341,0.182,0.000158,145.0
1853440,87.9,0.0135,26.9792,1.3337,0.0267,0.177,0.000157,144.0
1855488,39.7,0.0017,12.9842,1.3348,0.0175,0.202,0.000157,144.0
1857536,101.3,-0.0052,9.4291,1.3355,0.0146,0.187,0.000157,144.0
1859584,79.4,-0.0019,14.4519,1.335,0.0129,0.164,0.000157,145.0
